video_id,title,category,gen_nodes,gt_nodes,svc_precision,svc_recall,svc_f1,gen_edges,gt_edges,edge_precision,edge_recall,edge_f1,is_zero_edge_gt
QnwfcDZkwh8,Video QnwfcDZkwh8,Uncategorized,10,13,1.0,0.7692307692307693,0.8695652173913044,10,18,0.8,0.4444444444444444,0.5714285714285714,False
QOtCpD23118,Video QOtCpD23118,Uncategorized,11,11,0.75,0.75,0.75,11,10,0.7272727272727273,0.8,0.761904761904762,False
QuyZHin9B70,Video QuyZHin9B70,Uncategorized,8,4,0.6,0.75,0.6666666666666665,7,0,0.0,0.0,0.0,True
qv9q0sFt6aY,Video qv9q0sFt6aY,Uncategorized,11,11,0.8888888888888888,1.0,0.9411764705882353,12,17,0.4166666666666667,0.29411764705882354,0.3448275862068966,False
Qz8uXtDC1bY,Video Qz8uXtDC1bY,Uncategorized,15,14,0.9090909090909091,1.0,0.9523809523809523,15,17,0.8666666666666667,0.7647058823529411,0.8125,False
r3g1Nym-ebY,Video r3g1Nym-ebY,Uncategorized,7,7,1.0,1.0,1.0,4,0,0.0,0.0,0.0,True
RCWl0rf8lpE,Video RCWl0rf8lpE,Uncategorized,10,7,0.8,1.0,0.888888888888889,11,10,0.7272727272727273,0.8,0.761904761904762,False
rHLuQTO6eoo,Video rHLuQTO6eoo,Uncategorized,9,10,1.0,0.875,0.9333333333333333,13,14,0.7692307692307693,0.7142857142857143,0.7407407407407408,False
rPGLNw1cOGM,Video rPGLNw1cOGM,Uncategorized,8,8,1.0,1.0,1.0,8,20,1.0,0.4,0.5714285714285715,False
rRvy5Fbei1s,Video rRvy5Fbei1s,Uncategorized,11,13,1.0,0.9,0.9473684210526316,6,13,1.0,0.46153846153846156,0.631578947368421,False
RU__HBEMDvQ,Video RU__HBEMDvQ,Uncategorized,8,9,0.875,0.7777777777777778,0.823529411764706,7,10,0.7142857142857143,0.5,0.588235294117647,False
ruOhUEooJH0,Video ruOhUEooJH0,Uncategorized,11,11,0.8181818181818182,0.8181818181818182,0.8181818181818182,5,6,1.0,0.8333333333333334,0.9090909090909091,False
RxAmb57NCPM,Video RxAmb57NCPM,Uncategorized,12,13,1.0,0.8333333333333334,0.9090909090909091,11,12,0.8181818181818182,0.75,0.7826086956521738,False
S-JSSZZaa94,Video S-JSSZZaa94,Uncategorized,7,8,0.8333333333333334,0.7142857142857143,0.7692307692307692,3,11,1.0,0.2727272727272727,0.42857142857142855,False
S85DeDgWQSc,Video S85DeDgWQSc,Uncategorized,10,12,0.9,0.8181818181818182,0.8571428571428572,10,14,0.7,0.5,0.5833333333333334,False
SC6n6J8Bi58,Video SC6n6J8Bi58,Uncategorized,10,11,0.75,0.75,0.75,13,15,0.5384615384615384,0.4666666666666667,0.5,False
sezX7CSbXTg,Video sezX7CSbXTg,Uncategorized,8,7,0.8571428571428571,1.0,0.923076923076923,8,8,0.75,0.75,0.75,False
SpIlpGxuwFM,Video SpIlpGxuwFM,Uncategorized,8,8,0.875,0.875,0.875,7,8,0.7142857142857143,0.625,0.6666666666666666,False
sQsAGl7mSQs,Video sQsAGl7mSQs,Uncategorized,12,12,1.0,1.0,1.0,15,24,0.7333333333333333,0.4583333333333333,0.5641025641025641,False
T048vs9p1h4,Video T048vs9p1h4,Uncategorized,12,12,0.875,0.875,0.875,10,23,0.8,0.34782608695652173,0.48484848484848486,False
tBavPTWewvI,Video tBavPTWewvI,Uncategorized,6,6,0.6666666666666666,0.6666666666666666,0.6666666666666666,7,9,0.2857142857142857,0.2222222222222222,0.25,False
tVjrkpjWG5o,Video tVjrkpjWG5o,Uncategorized,8,7,0.8,0.6666666666666666,0.7272727272727272,7,8,0.14285714285714285,0.125,0.13333333333333333,False
twsGnp2X-aQ,Video twsGnp2X-aQ,Uncategorized,7,7,0.8333333333333334,0.7142857142857143,0.7692307692307692,5,8,1.0,0.625,0.7692307692307693,False
U1kY6nSS2YQ,Video U1kY6nSS2YQ,Uncategorized,12,11,0.7777777777777778,1.0,0.8750000000000001,4,18,0.75,0.16666666666666666,0.27272727272727276,False
U1P8vZTEB-k,Video U1P8vZTEB-k,Uncategorized,11,12,1.0,0.8333333333333334,0.9090909090909091,13,14,0.7692307692307693,0.7142857142857143,0.7407407407407408,False
u3ZwnulzLnU,Video u3ZwnulzLnU,Uncategorized,9,8,0.875,1.0,0.9333333333333333,11,13,0.7272727272727273,0.6153846153846154,0.6666666666666667,False
uBiaWJbTRsE,Video uBiaWJbTRsE,Uncategorized,9,8,0.8571428571428571,1.0,0.923076923076923,11,9,0.7272727272727273,0.8888888888888888,0.7999999999999999,False
uhrheMJTV4A,Video uhrheMJTV4A,Uncategorized,11,11,0.8181818181818182,0.8181818181818182,0.8181818181818182,10,15,0.7,0.4666666666666667,0.56,False
Ujs9o3CXUTU,Video Ujs9o3CXUTU,Uncategorized,11,8,0.6363636363636364,0.875,0.7368421052631579,6,2,0.16666666666666666,0.5,0.25,False
uMX94Mn9u-4,Video uMX94Mn9u-4,Uncategorized,10,10,1.0,1.0,1.0,0,10,0.0,0.0,0.0,False
unF9tdYjqvU,Video unF9tdYjqvU,Uncategorized,11,7,1.0,1.0,1.0,9,8,0.7777777777777778,0.875,0.823529411764706,False
unFVfqj9cQ8,Video unFVfqj9cQ8,Uncategorized,7,8,1.0,0.875,0.9333333333333333,5,7,1.0,0.7142857142857143,0.8333333333333333,False
uOSpWdAyrZo,Video uOSpWdAyrZo,Uncategorized,8,8,1.0,1.0,1.0,8,7,0.875,1.0,0.9333333333333333,False
UsngU-HjH_Q,Video UsngU-HjH_Q,Uncategorized,12,9,0.7777777777777778,0.7777777777777778,0.7777777777777778,10,10,0.1,0.1,0.10000000000000002,False
vb-o1DvvHxk,Video vb-o1DvvHxk,Uncategorized,11,10,0.8888888888888888,0.8888888888888888,0.8888888888888888,14,11,0.5714285714285714,0.7272727272727273,0.64,False
vp8oPiHN4cA,Video vp8oPiHN4cA,Uncategorized,9,14,1.0,0.9,0.9473684210526316,12,19,0.4166666666666667,0.2631578947368421,0.3225806451612903,False
vr00Jg_G6qs,Video vr00Jg_G6qs,Uncategorized,14,11,0.7,0.875,0.7777777777777777,12,14,0.3333333333333333,0.2857142857142857,0.30769230769230765,False
w-qGSyzDL6g,Video w-qGSyzDL6g,Uncategorized,11,12,1.0,0.8181818181818182,0.9,10,16,0.7,0.4375,0.5384615384615384,False
W96L6ICcF3s,Video W96L6ICcF3s,Uncategorized,7,7,0.8,0.8,0.8000000000000002,3,0,0.0,0.0,0.0,True
wbh51O3QrE4,Video wbh51O3QrE4,Uncategorized,10,10,0.6,0.6,0.6,11,10,0.36363636363636365,0.4,0.380952380952381,False
wE3TmHxyRdA,Video wE3TmHxyRdA,Uncategorized,8,8,1.0,1.0,1.0,9,9,1.0,1.0,1.0,False
wjtSHyENv0I,Video wjtSHyENv0I,Uncategorized,8,8,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,14,0.7142857142857143,0.35714285714285715,0.4761904761904762,False
WS2Qgx0qgCM,Video WS2Qgx0qgCM,Uncategorized,6,6,1.0,1.0,1.0,7,8,1.0,0.875,0.9333333333333333,False
WtCfHP6rUAY,Video WtCfHP6rUAY,Uncategorized,10,11,0.8333333333333334,0.7142857142857143,0.7692307692307692,10,13,0.7,0.5384615384615384,0.608695652173913,False
wtl7CrSQnHA,Video wtl7CrSQnHA,Uncategorized,12,12,0.7777777777777778,0.7,0.7368421052631577,8,14,0.5,0.2857142857142857,0.36363636363636365,False
Wur1GWB03hk,Video Wur1GWB03hk,Uncategorized,9,9,1.0,1.0,1.0,4,14,1.0,0.2857142857142857,0.4444444444444445,False
ww5fiygF6eg,Video ww5fiygF6eg,Uncategorized,7,10,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,20,0.5714285714285714,0.2,0.29629629629629634,False
WxMBuBBIwpI,Video WxMBuBBIwpI,Uncategorized,6,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,5,7,0.8,0.5714285714285714,0.6666666666666666,False
WYK-smWKywA,Video WYK-smWKywA,Uncategorized,12,11,0.75,0.8181818181818182,0.7826086956521738,11,23,0.7272727272727273,0.34782608695652173,0.4705882352941176,False
X3mC6Yfd138,Video X3mC6Yfd138,Uncategorized,10,9,0.5,0.6666666666666666,0.5714285714285715,5,10,0.0,0.0,0.0,False
x76BIV88j_M,Video x76BIV88j_M,Uncategorized,7,8,1.0,1.0,1.0,8,11,0.75,0.5454545454545454,0.631578947368421,False
XG6mHvi4eNU,Video XG6mHvi4eNU,Uncategorized,7,6,1.0,1.0,1.0,6,10,1.0,0.6,0.7499999999999999,False
XGVWdSnml6A,Video XGVWdSnml6A,Uncategorized,8,7,0.625,0.7142857142857143,0.6666666666666666,7,8,0.2857142857142857,0.25,0.26666666666666666,False
Xi6tDqctLsY,Video Xi6tDqctLsY,Uncategorized,8,8,1.0,1.0,1.0,10,16,1.0,0.625,0.7692307692307693,False
XmIhHtPJWog,Video XmIhHtPJWog,Uncategorized,10,10,1.0,1.0,1.0,10,10,1.0,1.0,1.0,False
XpFNznmRoQ0,Video XpFNznmRoQ0,Uncategorized,14,12,0.7272727272727273,0.8888888888888888,0.7999999999999999,14,16,0.7857142857142857,0.6875,0.7333333333333334,False
XqsgQxyZ2Tw,Video XqsgQxyZ2Tw,Uncategorized,10,11,0.6,0.6,0.6,11,16,0.18181818181818182,0.125,0.14814814814814814,False
XUCGMzLx8wY,Video XUCGMzLx8wY,Uncategorized,7,8,1.0,0.875,0.9333333333333333,8,9,0.5,0.4444444444444444,0.47058823529411764,False
YiOTd6IfGoU,Video YiOTd6IfGoU,Uncategorized,12,12,0.8181818181818182,0.8181818181818182,0.8181818181818182,11,13,0.7272727272727273,0.6153846153846154,0.6666666666666667,False
Yju3yReAQtc,Video Yju3yReAQtc,Uncategorized,13,7,0.75,0.8571428571428571,0.7999999999999999,6,7,0.5,0.42857142857142855,0.4615384615384615,False
YlGUMhls9ZA,Video YlGUMhls9ZA,Uncategorized,14,14,1.0,1.0,1.0,14,18,0.9285714285714286,0.7222222222222222,0.8125000000000001,False
YosezjoL4MU,Video YosezjoL4MU,Uncategorized,11,12,1.0,0.9166666666666666,0.9565217391304348,6,11,1.0,0.5454545454545454,0.7058823529411764,False
yPJf85tjv6M,Video yPJf85tjv6M,Uncategorized,11,11,1.0,0.8888888888888888,0.9411764705882353,10,13,0.8,0.6153846153846154,0.6956521739130435,False
YrEc8oMIxDs,Video YrEc8oMIxDs,Uncategorized,10,10,1.0,1.0,1.0,9,14,1.0,0.6428571428571429,0.782608695652174,False
YV8e36ZywLk,Video YV8e36ZywLk,Uncategorized,5,5,0.8,0.8,0.8000000000000002,4,4,0.0,0.0,0.0,False
yXpd8gPfows,Video yXpd8gPfows,Uncategorized,9,9,1.0,1.0,1.0,11,19,1.0,0.5789473684210527,0.7333333333333334,False
ZCj2wuKBBu4,Video ZCj2wuKBBu4,Uncategorized,7,9,0.8571428571428571,0.75,0.7999999999999999,6,9,0.5,0.3333333333333333,0.4,False
zhCNn7v7mvs,Video zhCNn7v7mvs,Uncategorized,9,8,0.8571428571428571,0.8571428571428571,0.8571428571428571,10,11,0.7,0.6363636363636364,0.6666666666666666,False
ZNt9qI_LlPk,Video ZNt9qI_LlPk,Uncategorized,7,5,0.8333333333333334,1.0,0.9090909090909091,9,10,0.5555555555555556,0.5,0.5263157894736842,False
ZPsBzAwJzoI,Video ZPsBzAwJzoI,Uncategorized,12,12,0.75,0.8181818181818182,0.7826086956521738,12,17,0.6666666666666666,0.47058823529411764,0.5517241379310345,False
zqiNLMmEeSo,Video zqiNLMmEeSo,Uncategorized,11,10,1.0,1.0,1.0,0,0,0.0,0.0,0.0,True
